"时间", "平台", "定单ID", "日志类型", "价格", "数量", "消息"
2018-04-23 01:50:00,,,信息,,,Huobi/BCH_BTC 交易对订单 48 交易成功!平均卖出价格： 0.1403509 ，平均持仓价格： 0.108018 ，卖出数量： 41 ，毛收盈： 1.31414 ，累计毛收盈： 68.209603
2018-04-24 09:58:00,,,信息,,,Huobi/BCH_BTC交易对准备以大约 0.1686539 的价格卖出 64.0153483678646 个币，当前持仓总量 827.204 动态卖出点 0.195 基准卖出价 0.1403509
2018-04-24 09:58:00,Huobi,49,卖出,市价,64.0153483678646,
2018-04-24 10:00:00,,,收益,72.069635,,
2018-04-24 10:00:00,,,信息,,,Huobi/BCH_BTC 交易对订单 49 交易成功!平均卖出价格： 0.1686539 ，平均持仓价格： 0.108018 ，卖出数量： 64.0153 ，毛收盈： 3.860032 ，累计毛收盈： 72.069635
2018-05-11 15:46:00,,,信息,,,"在超过60%浮盈后币价出现了超过15%的回撤,操作开仓止盈。"
2018-05-11 15:46:00,,,信息,,,Huobi/BCH_BTC交易对准备以大约 0.1576999 的价格卖出 59.85757836656853 个币，当前持仓总量 763.1887 动态卖出点 0.19 基准卖出价 0.1686539
2018-05-11 15:46:00,Huobi,50,卖出,市价,59.8575783665685,
2018-05-11 15:50:00,,,收益,75.02459,,
2018-05-11 15:50:00,,,信息,,,Huobi/BCH_BTC 交易对订单 50 交易成功!平均卖出价格： 0.1576999 ，平均持仓价格： 0.108018 ，卖出数量： 59.8575 ，毛收盈： 2.954955 ，累计毛收盈： 75.02459
2018-05-11 17:32:00,,,信息,,,"在超过60%浮盈后币价出现了超过15%的回撤,操作开仓止盈。"
2018-05-11 17:32:00,,,信息,,,Huobi/BCH_BTC交易对准备以大约 0.1572269 的价格卖出 59.67804347423577 个币，当前持仓总量 703.3312 动态卖出点 0.185 基准卖出价 0.1576999
2018-05-11 17:32:00,Huobi,51,卖出,市价,59.6780434742358,
2018-05-11 17:36:00,,,收益,77.942513,,
2018-05-11 17:36:00,,,信息,,,Huobi/BCH_BTC 交易对订单 51 交易成功!平均卖出价格： 0.1572269 ，平均持仓价格： 0.108018 ，卖出数量： 59.678 ，毛收盈： 2.917923 ，累计毛收盈： 77.942513
2018-05-11 17:36:00,,,信息,,,"在超过60%浮盈后币价出现了超过15%的回撤,操作开仓止盈。"
2018-05-11 17:36:00,,,信息,,,Huobi/BCH_BTC交易对准备以大约 0.1577101 的价格卖出 59.86144994352793 个币，当前持仓总量 643.6532 动态卖出点 0.18 基准卖出价 0.1572269
2018-05-11 17:36:00,Huobi,52,卖出,市价,59.8614499435279,
2018-05-11 17:46:00,,,收益,80.89827,,
2018-05-11 17:46:00,,,信息,,,Huobi/BCH_BTC 交易对订单 52 交易成功!平均卖出价格： 0.1577101 ，平均持仓价格： 0.108018 ，卖出数量： 59.8614 ，毛收盈： 2.955757 ，累计毛收盈： 80.89827000000001
2018-05-11 17:46:00,,,信息,,,"在超过60%浮盈后币价出现了超过15%的回撤,操作开仓止盈。"
2018-05-11 17:46:00,,,信息,,,Huobi/BCH_BTC交易对准备以大约 0.1548109 的价格卖出 58.761011127775 个币，当前持仓总量 583.7918 动态卖出点 0.175 基准卖出价 0.1577101
2018-05-11 17:46:00,Huobi,53,卖出,市价,58.761011127775,
2018-05-11 17:50:00,,,收益,83.629674,,
2018-05-11 17:50:00,,,信息,,,Huobi/BCH_BTC 交易对订单 53 交易成功!平均卖出价格： 0.1548109 ，平均持仓价格： 0.108018 ，卖出数量： 58.761 ，毛收盈： 2.731404 ，累计毛收盈： 83.62967400000001
2018-05-11 17:50:00,,,信息,,,"在超过60%浮盈后币价出现了超过15%的回撤,操作开仓止盈。"
2018-05-11 17:50:00,,,信息,,,Huobi/BCH_BTC交易对准备以大约 0.1570616 的价格卖出 59.615301153511446 个币，当前持仓总量 525.0308 动态卖出点 0.16999999999999998 基准卖出价 0.1548109
2018-05-11 17:50:00,Huobi,54,卖出,市价,59.6153011535114,
2018-05-11 17:54:00,,,收益,86.534696,,
2018-05-11 17:54:00,,,信息,,,Huobi/BCH_BTC 交易对订单 54 交易成功!平均卖出价格： 0.1570616 ，平均持仓价格： 0.108018 ，卖出数量： 59.6153 ，毛收盈： 2.905022 ，累计毛收盈： 86.53469600000001
2018-05-11 17:54:00,,,信息,,,"在超过60%浮盈后币价出现了超过15%的回撤,操作开仓止盈。"
2018-05-11 17:54:00,,,信息,,,Huobi/BCH_BTC交易对准备以大约 0.1563114 的价格卖出 59.33055046381158 个币，当前持仓总量 465.4155 动态卖出点 0.16499999999999998 基准卖出价 0.1570616
2018-05-11 17:54:00,Huobi,55,卖出,市价,59.3305504638116,
2018-05-11 17:58:00,,,收益,89.38142,,
2018-05-11 17:58:00,,,信息,,,Huobi/BCH_BTC 交易对订单 55 交易成功!平均卖出价格： 0.1563114 ，平均持仓价格： 0.108018 ，卖出数量： 59.3305 ，毛收盈： 2.846724 ，累计毛收盈： 89.38142
2018-05-11 17:58:00,,,信息,,,"在超过60%浮盈后币价出现了超过15%的回撤,操作开仓止盈。"
2018-05-11 17:58:00,,,信息,,,Huobi/BCH_BTC交易对准备以大约 0.1578119 的价格卖出 59.900089799848175 个币，当前持仓总量 406.085 动态卖出点 0.15999999999999998 基准卖出价 0.1563114
2018-05-11 17:58:00,Huobi,56,卖出,市价,59.9000897998482,
2018-05-11 18:00:00,,,收益,92.345169,,
2018-05-11 18:00:00,,,信息,,,Huobi/BCH_BTC 交易对订单 56 交易成功!平均卖出价格： 0.1578119 ，平均持仓价格： 0.108018 ，卖出数量： 59.9 ，毛收盈： 2.963749 ，累计毛收盈： 92.345169
2018-05-11 18:46:00,,,信息,,,"在超过60%浮盈后币价出现了超过15%的回撤,操作开仓止盈。"
2018-05-11 18:46:00,,,信息,,,在超过60%浮盈后币价出现了超过15%的回撤，减仓到4成并调整动态卖出点减半，期望余下的40%的仓位还可以卖个好价
2018-05-12 19:46:00,,,信息,,,Huobi/BCH_BTC交易对准备以大约 0.1706339 的价格卖出 64.76688977762966 个币，当前持仓总量 346.185 动态卖出点 0.07749999999999999 基准卖出价 0.1578119
2018-05-12 19:46:00,Huobi,57,卖出,市价,64.7668897776297,
2018-05-12 19:50:00,,,收益,96.378498,,
2018-05-12 19:50:00,,,信息,,,Huobi/BCH_BTC 交易对订单 57 交易成功!平均卖出价格： 0.1706339 ，平均持仓价格： 0.108018 ，卖出数量： 64.7668 ，毛收盈： 4.033329 ，累计毛收盈： 96.378498
2018-05-18 22:32:00,,,信息,,,进入了死叉，对现有获利盘持仓进行平仓。
2018-05-18 22:32:00,,,信息,,,Huobi/BCH_BTC交易对准备以大约 0.1415985 的价格卖出 53.74602843970448 个币，当前持仓总量 281.4182 动态卖出点 0.1775 基准卖出价 0.1706339
2018-05-18 22:32:00,Huobi,58,卖出,市价,53.7460284397045,
2018-05-18 22:36:00,,,收益,98.168095,,
2018-05-18 22:36:00,,,信息,,,Huobi/BCH_BTC 交易对订单 58 交易成功!平均卖出价格： 0.1415985 ，平均持仓价格： 0.108018 ，卖出数量： 53.746 ，毛收盈： 1.789597 ，累计毛收盈： 98.168095
2018-05-18 22:36:00,,,信息,,,进入了死叉，对现有获利盘持仓进行平仓。
2018-05-18 22:36:00,,,信息,,,Huobi/BCH_BTC交易对准备以大约 0.1418167 的价格卖出 53.82884982132607 个币，当前持仓总量 227.6722 动态卖出点 0.27749999999999997 基准卖出价 0.1415985
2018-05-18 22:36:00,Huobi,59,卖出,市价,53.8288498213261,
2018-05-18 22:46:00,,,收益,99.972171,,
2018-05-18 22:46:00,,,信息,,,Huobi/BCH_BTC 交易对订单 59 交易成功!平均卖出价格： 0.1418167 ，平均持仓价格： 0.108018 ，卖出数量： 53.8288 ，毛收盈： 1.804076 ，累计毛收盈： 99.97217099999999
2018-05-18 22:46:00,,,信息,,,进入了死叉，对现有获利盘持仓进行平仓。
2018-05-18 22:46:00,,,信息,,,Huobi/BCH_BTC交易对准备以大约 0.1405079 的价格卖出 53.332073358144015 个币，当前持仓总量 173.8434 动态卖出点 0.37749999999999995 基准卖出价 0.1418167
2018-05-18 22:46:00,Huobi,60,卖出,市价,53.332073358144,
2018-05-18 22:50:00,,,收益,101.689935,,
2018-05-18 22:50:00,,,信息,,,Huobi/BCH_BTC 交易对订单 60 交易成功!平均卖出价格： 0.1405079 ，平均持仓价格： 0.108018 ，卖出数量： 53.332 ，毛收盈： 1.717764 ，累计毛收盈： 101.68993499999999
2018-05-18 22:50:00,,,信息,,,进入了死叉，对现有获利盘持仓进行平仓。
2018-05-18 22:50:00,,,信息,,,Huobi/BCH_BTC交易对准备以大约 0.1416786 的价格卖出 53.7764317058268 个币，当前持仓总量 120.5114 动态卖出点 0.4774999999999999 基准卖出价 0.1405079
2018-05-18 22:50:00,Huobi,61,卖出,市价,53.7764317058268,
2018-05-18 22:54:00,,,收益,103.484843,,
2018-05-18 22:54:00,,,信息,,,Huobi/BCH_BTC 交易对订单 61 交易成功!平均卖出价格： 0.1416786 ，平均持仓价格： 0.108018 ，卖出数量： 53.7764 ，毛收盈： 1.794908 ，累计毛收盈： 103.484843
2018-05-18 22:54:00,,,信息,,,进入了死叉，对现有获利盘持仓进行平仓。
2018-05-18 22:54:00,,,信息,,,Huobi/BCH_BTC交易对准备以大约 0.1412884 的价格卖出 53.6283249088115 个币，当前持仓总量 66.735 动态卖出点 0.5774999999999999 基准卖出价 0.1416786
2018-05-18 22:54:00,Huobi,62,卖出,市价,53.6283249088115,
2018-05-18 22:58:00,,,收益,105.253924,,
2018-05-18 22:58:00,,,信息,,,Huobi/BCH_BTC 交易对订单 62 交易成功!平均卖出价格： 0.1412884 ，平均持仓价格： 0.108018 ，卖出数量： 53.6283 ，毛收盈： 1.769081 ，累计毛收盈： 105.253924
2018-05-18 22:58:00,,,信息,,,进入了死叉，对现有获利盘持仓进行平仓。
2018-05-18 22:58:00,,,信息,,,Huobi/BCH_BTC交易对准备以大约 0.1420689 的价格卖出 13.1067 个币，当前持仓总量 13.1067 动态卖出点 0.6774999999999999 基准卖出价 0.1412884
2018-05-18 22:58:00,Huobi,63,卖出,市价,13.1067,
2018-05-18 23:00:00,,,收益,105.696495,,
2018-05-18 23:00:00,,,信息,,,Huobi/BCH_BTC 交易对订单 63 交易成功!平均卖出价格： 0.1420689 ，平均持仓价格： 0.108018 ，卖出数量： 13.1067 ，毛收盈： 0.442571 ，累计毛收盈： 105.696495
2018-05-18 23:00:00,,,信息,,,Huobi/BCH_BTC 交易对空仓至最小持币量，将指导买入价调整为 0.125043
